orthogroup	set	ACN	AGE	CNV	CON	DUP	EVR	EXP	PHC	STA	UNI	WGA
17581at7399	5h-UP	1.0	203.0	0.0	4	0.0	1.6756	0	0.2	76	0.902439024	0.75
15340at7399	5h-UP	1.0	203.0	0.0	2	0.0	0.752	0	0.41	78	0.951219512	0.8
13107at7399	5h-UP	1.189189189	183.0129637	0.8257228240000001	2	0.054054054	0.8319	3	0.1	75	0.902439024	0.52
31467at7399	5h-UP	1.125	68.31969659999999	0.293972368	7	0.125	1.2667	1	0.18	72	0.195121951	0.76
8065at7399	5h-UP	1.027777778	183.0129637	0.159894048	2	0.027777778	1.3218	1	0.12	77	0.87804878	0.5
19742at7399	5h-UP	1.0	203.0	0.0	0	0.0	1.0766	0	0.59	80	1.0	0.91
21588at7399	5h-UP	1.0	203.0	0.0	5	0.0	1.7863	0	0.23	75	0.853658537	0.61
28890at7399	5h-UP	1.03030303	203.0	0.166378066	8	0.03030303	1.8114	1	0.16	71	0.804878049	0.67
29000at7399	5h-UP	1.078947368	203.0	0.249925628	3	0.078947368	1.1981	3	0.16	74	0.926829268	0.52
19843at7399	5h-UP	1.024390244	203.0	0.15058465	0	0.024390244	0.9341	1	0.22	79	1.0	0.62
16341at7399	5h-UP	1.975609756	203.0	0.284754632	4	0.853658537	0.9358	2	0.18	74	1.0	0.56
16435at7399	5h-UP	1.0	183.0129637	0.0	2	0.0	1.4701	0	0.27	78	0.87804878	0.8
20759at7399	5h-UP	1.175	203.0	0.567331559	1	0.1	1.2607	4	0.34	75	0.975609756	0.87
826at7399	5h-UP	1.024390244	203.0	0.15058465	0	0.024390244	0.9459	1	0.42	79	1.0	0.79
8617at7399	5h-UP	1.12195122	203.0	0.291661041	0	0.12195122	1.2406	5	0.26	75	1.0	0.65
3867at7399	5h-UP	1.0	203.0	0.0	0	0.0	0.963	0	0.55	80	1.0	0.73
8928at7399	5h-UP	1.03125	203.0	0.168720132	6	0.03125	1.4534	1	0.18	73	0.780487805	0.48
1455at7399	5h-UP	1.047619048	203.0	0.203278907	12	0.047619048	1.0798	1	0.34	67	0.5121951220000001	0.7
2848at7399	5h-UP	1.0	203.0	0.0	2	0.0	1.2388	0	0.16	78	0.951219512	0.59
10828at7399	5h-UP	1.0	203.0	0.0	1	0.0	1.4067	0	0.29	79	0.975609756	0.67
16517at7399	5h-UP	1.0	203.0	0.0	1	0.0	0.8988	0	0.32	79	0.975609756	0.65
14115at7399	5h-UP	1.051282051	203.0	0.300703122	2	0.025641026	0.9606	1	0.51	77	0.951219512	0.84
7962at7399	5h-UP	1.0	203.0	0.0	0	0.0	0.8961	0	0.37	80	1.0	0.59
4553at7399	5h-UP	1.03125	183.0129637	0.168720132	6	0.03125	1.9981	1	0.3	73	0.780487805	0.92
24264at7399	5h-UP	1.0	203.0	0.0	6	0.0	1.4808	0	0.37	74	0.853658537	0.73
16962at7399	5h-UP	1.097560976	203.0	0.337016686	0	0.073170732	1.1844	3	0.4	77	1.0	0.82
5288at7399	5h-UP	1.0	177.3420531	0.0	6	0.0	1.3649	0	0.3	74	0.682926829	0.83
23119at7399	5h-UP	1.0	203.0	0.0	2	0.0	1.4304	0	0.38	78	0.951219512	0.86
25112at7399	5h-UP	1.0	203.0	0.0	1	0.0	0.9733	0	0.27	79	0.975609756	0.65
19723at7399	5h-UP	1.411764706	203.0	0.348608344	16	0.411764706	1.4736	1	0.22	63	0.414634146	0.52
26470at7399	5h-UP	1.075	203.0	0.245015204	1	0.075	1.2074	3	0.34	76	0.975609756	0.68
16501at7399	5h-UP	1.0	203.0	0.0	1	0.0	1.1168	0	0.15	79	0.975609756	0.47
84at7399	5h-UP	1.0	203.0	0.0	0	0.0	0.7935	0	0.6	80	1.0	0.8
5891at7399	5h-UP	1.0	203.0	0.0	0	0.0	0.9473	0	0.27	80	1.0	0.54
14296at7399	5h-UP	1.0555555559999998	203.0	0.31137262	5	0.027777778	1.2486	1	0.51	74	0.87804878	0.93
13769at7399	5h-UP	1.102564103	203.0	0.275166502	4	0.102564103	0.9389	1	0.29	75	0.951219512	0.72
11694at7399	5h-UP	1.025	203.0	0.152317024	1	0.025	0.9615	1	0.39	78	0.975609756	0.86
8060at7399	5h-UP	1.027027027	203.0	0.15789473699999998	4	0.027027027	1.6255	1	0.34	75	0.902439024	0.89
1230at7399	5h-UP	1.048780488	203.0	0.205389788	0	0.048780488	0.964	2	0.33	78	1.0	0.62
7034at7399	5h-UP	1.025	203.0	0.152317024	1	0.025	1.1696	1	0.35	78	0.975609756	0.74
16191at7399	5h-UP	1.024390244	203.0	0.15058465	0	0.024390244	1.0259	1	0.36	79	1.0	0.88
21430at7399	5h-UP	1.0	203.0	0.0	1	0.0	1.1807	0	0.16	79	0.975609756	0.48
13090at7399	5h-UP	1.45	203.0	0.510298227	12	0.325	1.2141	4	0.1525	64	0.975609756	0.6875
17776at7399	5h-UP	1.0	203.0	0.0	4	0.0	0.8732	0	0.24	76	0.902439024	0.72
4921at7399	5h-UP	1.105263158	203.0	0.454256763	3	0.052631579000000005	1.0501	2	0.14	75	0.926829268	0.58
352at7399	5h-UP	1.025	203.0	0.152317024	1	0.025	0.9056	1	0.39	78	0.975609756	0.67
7166at7399	5h-UP	1.0	203.0	0.0	1	0.0	1.1272	0	0.3	79	0.975609756	0.72
7926at7399	5h-UP	1.027027027	203.0	0.15789473699999998	4	0.027027027	0.7683	1	0.29	75	0.902439024	0.49
92at7399	5h-UP	1.0	203.0	0.0	0	0.0	0.8187	0	0.72	80	1.0	0.93
1475at7399	5h-UP	1.024390244	203.0	0.15058465	0	0.024390244	0.9478	1	0.43	79	1.0	0.78
4814at7399	5h-UP	1.272727273	177.3420531	0.349927106	7	0.272727273	1.5613	4	0.315	69	0.804878049	0.75
20368at7399	5h-UP	1.0	203.0	0.0	0	0.0	0.8631	0	0.56	80	1.0	0.79
8578at7399	5h-UP	1.0	203.0	0.0	5	0.0	0.922	0	0.43	75	0.87804878	0.76
17102at7399	5h-UP	1.024390244	203.0	0.15058465	0	0.024390244	1.1602	1	0.65	79	1.0	0.95
11905at7399	5h-UP	1.15625	203.0	0.381263135	11	0.125	1.0539	2	0.14	67	0.780487805	0.67
8572at7399	5h-UP	1.026315789	203.0	0.15596827	3	0.026315789	1.0464	1	0.13	76	0.926829268	0.66
193at7399	5h-UP	1.0	183.0129637	0.0	1	0.0	1.2949	0	0.26	79	0.902439024	0.89
18899at7399	5h-UP	1.0	203.0	0.0	1	0.0	0.9885	0	0.44	79	0.975609756	0.87
2386at7399	5h-UP	1.026315789	203.0	0.15596827	3	0.026315789	0.9999	1	0.5	76	0.926829268	0.82
4145at7399	5h-UP	1.189189189	203.0	0.383006808	1	0.162162162	1.6294	6	0.3	73	0.902439024	0.8
1016at7399	5h-UP	1.0	203.0	0.0	0	0.0	1.109	0	0.31	80	1.0	0.7
31781at7399	5h-UP	1.189189189	203.0	0.700501591	4	0.081081081	1.2738	3	0.12	73	0.902439024	0.71
8729at7399	5h-UP	1.146341463	203.0	0.411469779	0	0.097560976	0.8961	3	0.54	77	1.0	0.83
1923at7399	5h-UP	1.0	203.0	0.0	0	0.0	1.352	0	0.45	80	1.0	0.87
10620at7399	5h-UP	1.097560976	203.0	0.27034500100000003	0	0.097560976	1.0093	3	0.53	77	1.0	0.87
26707at7399	5h-UP	1.0	183.0129637	0.0	12	0.0	1.2724	0	0.08	68	0.17073170699999998	0.61
8111at7399	5h-UP	1.052631579	203.0	0.212132034	3	0.052631579000000005	0.9585	2	0.3	75	0.926829268	0.6
21980at7399	5h-UP	3.073170732	203.0	0.572199656	20	0.975609756	1.419	5	0.205	55	1.0	0.625
32041at7399	5h-DO	1.0	203.0	0.0	20	0.0	1.3559	0	0.23	60	0.146341463	0.85
31866at7399	5h-DO	4.0	203.0	0.626012693	23	0.918918919	1.376	12	0.048	45	0.902439024	0.446
27769at7399	5h-DO	1.0	203.0	0.0	9	0.0	1.6708	0	0.15	71	0.7560975609999999	0.35
26935at7399	5h-DO	1.034482759	203.0	0.176383421	6	0.034482759	1.1646	1	0.24	73	0.707317073	0.43
23173at7399	5h-DO	1.0	203.0	0.0	2	0.0	0.9922	0	0.37	78	0.487804878	0.84
2897at7399	5h-DO	2.024390244	203.0	0.203753428	3	0.926829268	0.9796	4	0.3	73	1.0	0.775
22239at7399	5h-DO	1.028571429	203.0	0.161970886	6	0.028571429	0.9438	1	0.35	73	0.853658537	0.74
25050at7399	5h-DO	1.047619048	203.0	0.203278907	6	0.047619048	1.513	1	0.14	73	0.5121951220000001	0.56
13682at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.7833	0	0.65	80	1.0	0.92
19119at7399	5h-DO	1.025	203.0	0.152317024	1	0.025	0.9083	1	0.33	78	0.975609756	0.77
8082at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.8304	0	0.59	80	1.0	0.83
11724at7399	5h-DO	1.075	203.0	0.321401743	1	0.05	0.8763	2	0.41	77	0.975609756	0.81
20295at7399	5h-DO	1.0	203.0	0.0	3	0.0	1.261	0	0.46	77	0.926829268	0.94
15120at7399	5h-DO	1.0	203.0	0.0	1	0.0	1.163	0	0.13	79	0.975609756	0.77
1868at7399	5h-DO	1.0	203.0	0.0	0	0.0	1.2535	0	0.56	80	1.0	0.86
12602at7399	5h-DO	1.073170732	203.0	0.318181818	0	0.048780488	1.054	2	0.53	78	1.0	0.88
11985at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9708	1	0.29	79	1.0	0.58
2948at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.7969	0	0.27	80	1.0	0.66
8059at7399	5h-DO	1.0	203.0	0.0	2	0.0	1.011	0	0.58	78	0.951219512	0.79
1689at7399	5h-DO	1.048780488	203.0	0.294165364	0	0.024390244	0.871	1	0.56	79	1.0	0.89
21641at7399	5h-DO	1.025641026	203.0	0.15411035	2	0.025641026	0.9914	1	0.09	77	0.951219512	0.53
11934at7399	5h-DO	1.068965517	203.0	0.341387266	9	0.034482759	0.8887	1	0.39	70	0.707317073	0.72
23388at7399	5h-DO	1.027777778	203.0	0.159894048	5	0.027777778	0.9417	1	0.29	74	0.87804878	0.735
28304at7399	5h-DO	1.029411765	183.0129637	0.164130361	4	0.029411765	1.3332	1	0.13	75	0.8292682929999999	0.53
25635at7399	5h-DO	1.846153846	203.0	0.434347105	7	0.615384615	0.9977	10	0.47	63	0.951219512	0.975
5878at7399	5h-DO	1.0	183.0129637	0.0	17	0.0	1.013	0	0.35	63	0.341463415	0.68
7738at7399	5h-DO	1.073170732	203.0	0.242660869	0	0.073170732	1.1443	3	0.18	77	1.0	0.68
9970at7399	5h-DO	1.073170732	203.0	0.318181818	0	0.048780488	0.8089	2	0.37	78	1.0	0.78
3606at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.7715	1	0.68	79	1.0	0.94
10821at7399	5h-DO	1.0	203.0	0.0	3	0.0	1.0398	0	0.36	77	0.5365853660000001	0.92
13894at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.7553	1	0.23	79	1.0	0.36
19407at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.0514	1	0.38	79	1.0	0.83
20797at7399	5h-DO	1.041666667	203.0	0.191833261	3	0.041666667	1.1848	1	0.27	76	0.585365854	0.56
13880at7399	5h-DO	1.219512195	203.0	0.528393793	2	0.12195122	0.9608	3	0.38	75	1.0	0.83
4048at7399	5h-DO	1.035714286	203.0	0.17917767	12	0.035714286	0.7893	1	0.26	67	0.682926829	0.7
7178at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.8375	0	0.5	80	1.0	0.84
8920at7399	5h-DO	1.0	203.0	0.0	1	0.0	0.9021	0	0.65	79	0.975609756	0.88
21924at7399	5h-DO	1.12195122	203.0	0.291661041	4	0.12195122	0.7240000000000001	1	0.58	75	1.0	0.91
22311at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.0664	1	0.29	79	1.0	0.64
1696at7399	5h-DO	1.075	203.0	0.435697535	1	0.025	0.8003	1	0.21	78	0.975609756	0.62
14725at7399	5h-DO	1.0	203.0	0.0	2	0.0	0.8121	0	0.28	78	0.951219512	0.63
12677at7399	5h-DO	1.05	203.0	0.207566616	1	0.05	1.0346	2	0.16	77	0.975609756	0.66
116at7399	5h-DO	1.025641026	203.0	0.15411035	2	0.025641026	1.256	1	0.3	77	0.951219512	0.62
3034at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.0022	1	0.53	79	1.0	0.9
4417at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.8167	1	0.415	79	1.0	0.715
1313at7399	5h-DO	1.026315789	203.0	0.15596827	3	0.026315789	0.9965	1	0.45	76	0.926829268	0.73
27005at7399	5h-DO	1.033333333	203.0	0.17371499399999998	11	0.033333333	0.9857	1	0.33	68	0.731707317	0.71
15362at7399	5h-DO	1.025	203.0	0.152317024	1	0.025	0.8227	1	0.21	78	0.975609756	0.68
12675at7399	5h-DO	1.131578947	203.0	0.361027319	3	0.105263158	1.1722	4	0.2	73	0.926829268	0.7
14288at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.8921	0	0.6	80	1.0	0.91
1589at7399	5h-DO	1.951219512	203.0	0.110397011	2	0.951219512	0.8762	0	0.61	78	1.0	0.83
3277at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.9106	0	0.79	80	1.0	0.99
22191at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.0787	1	0.18	79	1.0	0.54
457at7399	5h-DO	1.365853659	203.0	0.7367018340000001	7	0.146341463	1.0409	5	0.33	68	1.0	0.81
13263at7399	5h-DO	1.026315789	203.0	0.15596827	3	0.026315789	0.878	1	0.23	76	0.926829268	0.49
14927at7399	5h-DO	1.108108108	203.0	0.280222568	4	0.108108108	1.4662	3	0.32	73	0.902439024	0.86
9780at7399	5h-DO	1.0	203.0	0.0	3	0.0	1.0156	0	0.09	77	0.926829268	0.6
17871at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9305	1	0.5	79	1.0	0.9
4066at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9478	1	0.35	79	1.0	0.48
25765at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.7728	0	0.31	80	1.0	0.8
7172at7399	5h-DO	1.0	203.0	0.0	12	0.0	1.2189	0	0.52	68	0.487804878	0.86
22540at7399	5h-DO	1.027777778	183.0129637	0.159894048	2	0.027777778	1.2038	1	0.2	77	0.87804878	0.71
5691at7399	5h-DO	1.125	183.0129637	0.293972368	17	0.125	1.0058	1	0.11	62	0.195121951	0.7
6323at7399	5h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.0759	1	0.55	79	1.0	0.86
16989at7399	5h-DO	1.4	45.85966719	0.349927106	10	0.4	1.2457	2	0.08	68	0.12195122	0.81
4329at7399	5h-DO	1.073170732	203.0	0.242660869	0	0.073170732	0.9784	3	0.36	77	1.0	0.67
27119at7399	5h-DO	1.0	203.0	0.0	0	0.0	0.9517	0	0.19	80	1.0	0.52
9723at7399	5h-DO	1.0	203.0	0.0	0	0.0	1.6317	0	0.12	80	1.0	0.53
13870at7399	5h-DO	1.0	203.0	0.0	2	0.0	0.9717	0	0.23	78	0.951219512	0.65
22959at7399	5h-DO	1.048780488	203.0	0.205389788	0	0.048780488	0.9777	2	0.34	78	1.0	0.73
25189at7399	5h-DO	1.0	203.0	0.0	2	0.0	0.7052	0	0.18	78	0.951219512	0.47
167at7399	5h-DO	1.0	183.0129637	0.0	1	0.0	0.8029	0	0.34	79	0.902439024	0.82
20580at7399	5h-DO	1.05	203.0	0.207566616	1	0.05	1.0313	2	0.145	77	0.975609756	0.57
38922at7399	5h-DO	1.0	42.24484955	0.0	11	0.0	1.2492	0	0.37	69	0.048780488	0.87
8226at7399	5h-DO	1.0	203.0	0.0	1	0.0	0.8399	0	0.53	79	0.975609756	0.86
25738at7399	5h-DO	1.0	203.0	0.0	4	0.0	0.8208	0	0.19	76	0.43902439	0.56
