orthogroup	PDS
MZ22500882	7.40435
MZ22500885	5.88912
MZ22500886	73.37848000000001
MZ22500888	7.74114
MZ22500890	5.5642
MZ22500892	27.9556
MZ22500894	18.75566
MZ22500897	7.3893
MZ22500899	7.5323
MZ22500900	0.0
MZ22500902	7.924589999999999
MZ22500907	6.52864
MZ22500908	4.693309999999999
MZ22500911	7.113230000000001
MZ22500913	1.70727
MZ22500916	12.38844
MZ22500917	35.42165
MZ22500918	6.24956
MZ22500919	73.65568
MZ22500920	5.26785
MZ22500922	10.51752
MZ22500923	28.97686
MZ22500925	7.7959
MZ22500926	8.87199
MZ22500927	4.12919
MZ22500930	16.44349
MZ22500931	8.29836
MZ22500934	6.9214
MZ22500935	7.22664
MZ22500938	5.7302
MZ22500939	7.8917600000000006
MZ22500942	6.77707
MZ22500943	20.7983
MZ22500944	8.29975
MZ22500945	8.22995
MZ22500949	7.43221
MZ22500951	8.83553
MZ22500953	62.609019999999994
MZ22500955	5.6370000000000005
MZ22500956	6.895519999999999
MZ22500957	6.496
MZ22500959	8.50089
MZ22500960	5.10541
MZ22500961	17.77366
MZ22500962	10.91367
MZ22500963	10.06589
MZ22500966	16.25843
MZ22500967	9.3265
MZ22500969	7.3103
MZ22500974	21.8968
MZ22500975	7.635619999999999
MZ22500976	4.99207
MZ22500977	7.06119
MZ22500978	6.41728
MZ22500979	9.60838
MZ22500980	9.67028
MZ22500981	7.9759199999999995
MZ22500982	8.41663
MZ22500984	3.6465
MZ22500986	9.05338
MZ22500988	22.86395
MZ22500989	6.9046199999999995
MZ22500991	6.60027
MZ22500992	6.64625
MZ22500996	7.75909
MZ22500997	7.8241
MZ22501001	9.89052
MZ22501004	6.6674
MZ22501006	6.4857
MZ22501007	4.87517
MZ22501008	8.5097
MZ22501009	7.088030000000001
MZ22501010	11.597669999999999
MZ22501013	5.31755
MZ22501014	7.18945
MZ22501016	10.11968
MZ22501018	8.272839999999999
MZ22501026	6.5483
MZ22501028	8.0223
MZ22501029	8.94917
MZ22501032	11.300130000000001
MZ22501033	8.45675
MZ22501036	6.3688199999999995
MZ22501037	19.22539
MZ22501038	6.07945
MZ22501039	9.733369999999999
MZ22501040	7.71917
MZ22501042	7.3327800000000005
MZ22501043	6.684639999999999
MZ22501044	6.83908
MZ22501045	17.631220000000003
MZ22501046	6.542999999999999
MZ22501049	7.599469999999999
MZ22501052	7.886
MZ22501053	10.20345
MZ22501057	6.505809999999999
MZ22501058	28.4624
MZ22501059	7.253080000000001
MZ22501064	6.25868
MZ22501066	18.886
MZ22501068	6.0956
MZ22501069	9.33695
MZ22501071	6.5034
MZ22501072	7.862139999999999
MZ22501074	5.8885
MZ22501077	11.34644
MZ22501078	14.18951
MZ22501079	10.1783
MZ22501080	7.44675
MZ22501082	12.50348
MZ22501084	16.20618
MZ22501086	9.40728
MZ22501087	6.57722
MZ22501090	6.02294
MZ22501095	5.76198
MZ22501096	7.6202
MZ22501098	7.708819999999999
MZ22501099	106.206
MZ22501100	6.97922
MZ22501109	6.678999999999999
MZ22501111	6.56033
MZ22501117	6.03493
MZ22501118	7.1388
MZ22501119	6.6085
MZ22501124	5.666
MZ22501130	9.20289
MZ22501132	11.3416
MZ22501133	7.6878
MZ22501136	8.131689999999999
MZ22501137	7.8706
MZ22501140	8.526580000000001
MZ22501143	7.1134
MZ22501145	6.7431
MZ22501146	7.33144
MZ22501147	4.61252
MZ22501148	8.03133
MZ22501151	6.63714
MZ22501153	6.02801
MZ22501154	7.035710000000001
MZ22501155	5.63963
MZ22501157	9.919039999999999
MZ22501158	9.1256
MZ22501159	6.8190800000000005
MZ22501160	6.54705
MZ22501162	19.0732
MZ22501163	8.48713
MZ22501164	9.4605
MZ22501166	16.63851
MZ22501168	4.3375699999999995
MZ22501169	7.740880000000001
MZ22501171	23.25245
MZ22501172	7.87932
MZ22501173	9.07489
MZ22501175	4.117290000000001
MZ22501176	7.86826
MZ22501177	5.76499
MZ22501179	7.09382
MZ22501182	8.281419999999999
MZ22501183	6.680219999999999
MZ22501185	89.1406
MZ22501188	8.233310000000001
MZ22501189	7.8895
MZ22501192	16.99706
MZ22501193	6.69295
MZ22501194	1.95923
MZ22501199	20.12663
MZ22501201	6.74315
MZ22501203	4.3695699999999995
MZ22501207	7.957910000000001
MZ22501210	5.9717
MZ22501211	8.34259
MZ22501213	6.6078
MZ22501214	7.8588
MZ22501215	6.79853
MZ22501217	7.46546
MZ22501218	6.6894800000000005
MZ22501221	8.2693
MZ22501222	5.358569999999999
MZ22501223	10.04758
MZ22501224	5.94275
MZ22501228	8.01653
MZ22501233	7.310460000000001
MZ22501235	14.05206
MZ22501236	24.87293
MZ22501238	6.80881
MZ22501243	6.20317
MZ22501244	9.8396
MZ22501246	11.4979
MZ22501248	3.93669
MZ22501250	5.74699
MZ22501253	7.709560000000001
MZ22501255	12.97425
MZ22501257	3.48622
MZ22501258	28.0418
MZ22501259	19.4179
MZ22501260	6.63783
MZ22501265	2.5367900000000003
MZ22501266	5.08724
MZ22501269	46.218999999999994
MZ22501272	8.09249
MZ22501273	7.57486
MZ22501275	6.2431
MZ22501276	6.46073
MZ22501277	7.0771
MZ22501278	22.6103
MZ22501280	7.415439999999999
MZ22501281	6.990710000000001
MZ22501283	7.40028
MZ22501288	74.96871999999999
MZ22501289	8.63105
MZ22501295	26.0134
MZ22501296	6.3629999999999995
MZ22501297	12.25653
MZ22501301	6.09443
MZ22501303	0.0
MZ22501305	12.52586
MZ22501307	12.2949
MZ22501308	15.93048
MZ22501310	9.96977
MZ22501314	19.25856
MZ22501318	6.6203199999999995
MZ22501320	7.79396
MZ22501321	11.327919999999999
MZ22501323	0.06857
MZ22501324	6.77141
MZ22501326	76.1404
MZ22501328	2.90138
MZ22501331	8.5655
MZ22501332	31.59931
MZ22501335	7.7164600000000005
MZ22501336	18.87527
MZ22501339	7.97116
MZ22501341	75.5239
MZ22501343	6.1945
MZ22501345	6.87827
MZ22501346	10.59888
MZ22501347	3.9411400000000003
MZ22501348	11.022960000000001
MZ22501350	14.08416
MZ22501351	15.781939999999999
MZ22501352	NA
MZ22501355	8.18436
MZ22501357	5.95355
MZ22501359	8.3904
MZ22501360	7.1870199999999995
MZ22501361	4.08133
MZ22501365	30.26847
MZ22501366	6.3665400000000005
MZ22501367	26.652929999999998
MZ22501369	6.38497
MZ22501370	7.9045
MZ22501371	9.22302
MZ22501372	6.58586
MZ22501375	8.16965
MZ22501377	17.80937
MZ22501379	8.55813
MZ22501385	6.57417
MZ22501388	7.81837
MZ22501390	13.907720000000001
MZ22501392	5.343999999999999
MZ22501393	5.39205
MZ22501396	5.735
MZ22501398	9.908999999999999
MZ22501404	9.26976
MZ22501405	12.47489
MZ22501406	7.21248
MZ22501407	7.0964100000000006
MZ22501409	26.226840000000003
MZ22501410	9.1309
MZ22501411	7.597989999999999
MZ22501412	6.98613
MZ22501415	7.90885
MZ22501416	9.5301
MZ22501417	7.87938
MZ22501419	14.5375
MZ22501420	7.328860000000001
MZ22501424	24.401220000000002
MZ22501425	4.55958
MZ22501431	6.07449
MZ22501433	7.4683600000000006
MZ22501434	9.510539999999999
MZ22501438	7.0178
MZ22501439	8.55747
MZ22501444	6.21191
MZ22501445	38.5086
MZ22501449	5.27249
MZ22501455	9.39827
MZ22501457	9.67788
MZ22501458	12.79319
MZ22501460	6.53409
MZ22501461	6.560739999999999
MZ22501464	12.50769
MZ22501465	10.46364
MZ22501467	6.01851
MZ22501469	8.49305
MZ22501474	7.1649
MZ22501475	5.724880000000001
MZ22501477	8.48707
MZ22501480	6.44638
MZ22501481	10.3032
MZ22501483	11.3592
MZ22501484	11.05861
MZ22501486	6.670139999999999
MZ22501491	0.0
MZ22501492	6.9237
MZ22501496	10.01101
MZ22501500	7.6552
MZ22501503	8.20076
MZ22501505	9.35722
MZ22501506	39.2066
MZ22501507	10.01988
MZ22501510	9.70915
MZ22501511	5.21824
MZ22501512	12.86342
MZ22501513	7.97565
MZ22501515	7.0777600000000005
MZ22501518	7.4139800000000005
MZ22501520	7.43382
MZ22501521	7.912780000000001
MZ22501526	20.28696
MZ22501531	12.21378
MZ22501533	7.95482
MZ22501534	7.1644
MZ22501535	7.505389999999999
MZ22501537	32.7087
MZ22501541	6.54852
MZ22501545	9.77321
MZ22501546	10.169410000000001
MZ22501551	7.531460000000001
MZ22501552	7.848
MZ22501553	8.34736
MZ22501554	17.773
MZ22501557	16.99267
MZ22501559	6.29866
MZ22501560	36.9426
MZ22501561	6.719339999999999
MZ22501565	8.69571
MZ22501566	12.6931
MZ22501571	7.243869999999999
MZ22501572	7.24792
MZ22501577	8.103019999999999
MZ22501578	8.65686
MZ22501582	7.533930000000001
MZ22501587	8.80508
MZ22501588	6.90251
MZ22501591	15.48494
MZ22501593	19.72034
MZ22501595	8.247819999999999
MZ22501598	7.13687
MZ22501599	12.83352
MZ22501607	7.1872
MZ22501608	15.22727
MZ22501609	11.3779
MZ22501610	6.25444
MZ22501611	4.47006
MZ22501613	7.9048
MZ22501614	6.244
MZ22501625	73.06470999999999
MZ22501627	6.0865
MZ22501628	6.40355
MZ22501629	7.76685
MZ22501630	5.4679
MZ22501631	8.4768
MZ22501632	7.57614
MZ22501633	7.01058
MZ22501636	7.6212
MZ22501638	7.2718
MZ22501641	8.302810000000001
MZ22501642	6.35583
MZ22501644	6.644760000000001
MZ22501646	6.0842
MZ22501648	7.185460000000001
MZ22501650	7.75662
MZ22501652	5.71488
MZ22501659	7.48897
MZ22501660	7.7682
MZ22501661	8.62275
MZ22501662	7.6616
MZ22501664	15.5662
MZ22501669	6.737839999999999
MZ22501670	8.10829
MZ22501671	5.83895
MZ22501674	4.79879
MZ22501675	6.2445
MZ22501676	12.08348
MZ22501678	22.62859
MZ22501679	48.9147
MZ22501681	6.731089999999999
MZ22501683	6.3184
MZ22501685	20.679000000000002
MZ22501686	6.8647
MZ22501690	11.081560000000001
MZ22501692	7.7102699999999995
MZ22501693	7.295719999999999
MZ22501695	0.0
MZ22501698	5.6671
MZ22501701	7.32791
MZ22501703	8.45352
MZ22501704	6.33556
MZ22501707	8.560319999999999
MZ22501708	11.20863
MZ22501713	9.15238
MZ22501716	8.228530000000001
MZ22501719	7.038819999999999
MZ22501721	8.6388
MZ22501727	7.4897
MZ22501728	5.12251
MZ22501729	46.087309999999995
MZ22501730	7.023560000000001
MZ22501731	6.4048099999999994
MZ22501733	7.36765
MZ22501734	7.416
MZ22501735	8.84864
MZ22501740	6.0515
MZ22501741	7.53268
MZ22501745	7.652
MZ22501746	10.09946
MZ22501747	7.60545
MZ22501748	6.4952
MZ22501749	5.772390000000001
MZ22501750	7.199110000000001
MZ22501751	18.37428
MZ22501755	6.70437
MZ22501756	7.030589999999999
MZ22501758	3.11141
MZ22501759	8.58877
MZ22501760	4.824730000000001
MZ22501761	10.50539
MZ22501763	6.351319999999999
MZ22501764	6.673839999999999
MZ22501765	94.664
MZ22501766	6.995760000000001
MZ22501769	4.4886
MZ22501772	8.38814
MZ22501776	9.76037
MZ22501777	7.601539999999999
MZ22501782	9.21548
MZ22501784	8.23664
MZ22501785	8.8217
MZ22501789	19.81354
MZ22501790	4.94381
MZ22501796	8.42845
MZ22501799	7.9507699999999994
MZ22501800	8.542
MZ22501801	55.3099
MZ22501809	4.22757
MZ22501810	6.906389999999999
MZ22501811	8.18721
MZ22501815	5.64267
MZ22501822	16.0075
MZ22501823	5.7697
MZ22501828	10.84825
MZ22501831	0.0
MZ22501838	19.67711
MZ22501839	8.37929
MZ22501845	10.5044
MZ22501848	6.4635
MZ22501849	6.43254
MZ22501852	7.6442
MZ22501856	6.39836
MZ22501858	6.6456100000000005
MZ22501860	6.30261
MZ22501861	55.4125
MZ22501863	8.1964
MZ22501864	7.1903
MZ22501865	7.08333
MZ22501866	6.50483
MZ22501867	5.23572
MZ22501868	5.3126
MZ22501873	6.16887
MZ22501875	0.0
MZ22501876	7.11455
MZ22501879	13.23455
MZ22501882	48.71492
MZ22501883	8.08657
MZ22501887	11.03165
MZ22501889	6.179180000000001
MZ22501892	6.427969999999999
MZ22501894	3.8384300000000002
MZ22501896	7.643910000000001
MZ22501897	7.50062
MZ22501902	6.554469999999999
MZ22501904	17.42434
MZ22501905	7.81602
MZ22501906	12.07853
MZ22501907	6.32273
MZ22501908	10.6005
MZ22501909	19.08607
MZ22501910	7.45675
MZ22501911	3.7472
MZ22501912	3.4601800000000003
MZ22501913	6.565939999999999
MZ22501915	14.33576
MZ22501916	11.03668
MZ22501918	7.8067
MZ22501919	6.934710000000001
MZ22501922	7.9655
MZ22501924	7.3722
MZ22501929	12.23071
MZ22501932	8.32903
MZ22501933	18.2287
MZ22501934	8.3665
MZ22501939	10.07278
MZ22501940	9.67738
MZ22501943	6.4444300000000005
MZ22501944	182.3869
MZ22501950	5.671869999999999
MZ22501951	5.73578
MZ22501953	5.9166
MZ22501954	5.126119999999999
MZ22501956	4.8749199999999995
MZ22501957	8.098139999999999
MZ22501958	7.7843800000000005
MZ22501960	6.01697
MZ22501961	6.761410000000001
MZ22501964	6.08614
MZ22501966	7.1696100000000005
MZ22501969	7.94297
MZ22501970	12.07634
MZ22501971	16.3497
MZ22501973	5.7963
MZ22501975	6.5134
MZ22501976	7.309989999999999
MZ22501977	3.06073
MZ22501980	6.9611
MZ22501986	6.46183
MZ22501987	7.20452
MZ22501991	6.26178
MZ22501992	8.65
MZ22501996	5.38786
MZ22501997	8.64665
MZ22501999	10.84265
MZ22502000	8.07366
MZ22502001	42.9178
MZ22502002	8.74714
MZ22502005	7.5358
MZ22502012	6.955939999999999
MZ22502015	4.7769
MZ22502017	17.74596
MZ22502018	7.03452
MZ22502021	28.2115
MZ22502023	6.5387
MZ22502029	5.1585
MZ22502030	44.9204
MZ22502033	13.72565
MZ22502034	8.40145
MZ22502037	14.6145
MZ22502039	6.3115
MZ22502042	6.8271
MZ22502043	11.80215
MZ22502044	8.89535
MZ22502046	6.58272
MZ22502048	16.92545
MZ22502049	7.24776
MZ22502051	8.50221
MZ22502052	8.8521
MZ22502053	8.12461
MZ22502055	6.9558
MZ22502059	6.79675
MZ22502060	12.49183
MZ22502064	6.86212
MZ22502065	10.30465
MZ22502069	7.100339999999999
MZ22502070	5.78178
MZ22502073	8.46003
MZ22502075	9.88268
MZ22502076	7.078119999999999
MZ22502077	10.44417
MZ22502083	6.1289
MZ22502085	4.60001
MZ22502086	7.608
MZ22502090	7.4649399999999995
MZ22502093	48.92797
MZ22502094	8.6071
MZ22502097	7.724589999999999
MZ22502098	6.7713600000000005
MZ22502101	8.8991
MZ22502102	6.66943
MZ22502109	9.0066
MZ22502110	8.26388
MZ22502112	7.79144
MZ22502113	6.1405400000000006
MZ22502114	6.73572
MZ22502115	6.4362699999999995
MZ22502117	6.812989999999999
MZ22502118	6.9467
MZ22502119	10.71786
MZ22502121	19.4585
MZ22502123	11.22912
MZ22502126	5.4457
MZ22502128	6.8689
MZ22502132	66.7736
MZ22502135	8.4978
MZ22502137	10.10233
MZ22502138	69.85146999999999
MZ22502139	74.8406
MZ22502141	8.0983
MZ22502142	7.6067100000000005
MZ22502144	13.91637
MZ22502145	6.05853
MZ22502149	90.76956
MZ22502151	6.8454
MZ22502152	7.069319999999999
MZ22502156	7.5847
MZ22502157	6.75062
MZ22502158	4.732
MZ22502159	6.4107
MZ22502161	13.9824
MZ22502162	6.9918
MZ22502163	24.7584
MZ22502166	5.42615
MZ22502168	5.11395
MZ22502172	6.2728
MZ22502173	7.736489999999999
MZ22502175	6.23045
MZ22502179	8.2146
MZ22502183	14.85435
MZ22502185	6.28342
MZ22502186	3.08737
MZ22502187	6.65136
MZ22502189	5.02491
MZ22502190	6.08135
MZ22502192	6.9537
MZ22502194	7.4787
MZ22502197	23.6218
MZ22502198	6.21465
MZ22502199	5.70716
MZ22502200	6.91931
MZ22502202	8.65724
MZ22502203	8.415
MZ22502204	5.2217
MZ22502205	5.76037
MZ22502207	4.5319400000000005
MZ22502208	5.00328
MZ22502210	3.71484
MZ22502215	7.888489999999999
MZ22502217	6.7211
MZ22502218	5.03624
MZ22502219	9.207989999999999
MZ22502224	8.066360000000001
