orthogroup	EVR
MZ22500303	0.9276
MZ22500306	1.0077
MZ22500307	1.1487
MZ22500308	0.897
MZ22500310	1.0285
MZ22500311	0.956
MZ22500312	0.9004
MZ22500314	1.1133
MZ22500316	0.9415
MZ22500317	1.0324
MZ22500318	1.4661
MZ22500321	1.1718
MZ22500323	1.6393
MZ22500324	1.1494
MZ22500325	0.9759
MZ22500326	1.6544
MZ22500327	0.9457
MZ22500328	1.0948
MZ22500332	0.841
MZ22500333	0.8799
MZ22500334	1.1306
MZ22500338	1.1856
MZ22500339	1.1718
MZ22500342	0.8959999999999999
MZ22500344	0.8534
MZ22500345	1.2627
MZ22500346	0.8693
MZ22500347	0.9472
MZ22500348	1.2625
MZ22500350	1.011
MZ22500352	1.0614
MZ22500357	1.3077
MZ22500359	0.8348
MZ22500360	1.0104
MZ22500361	0.8791
MZ22500362	0.9987
MZ22500363	1.3107
MZ22500364	0.8983
MZ22500365	0.8623
MZ22500366	0.8829
MZ22500367	0.8771
MZ22500369	1.0734
MZ22500373	0.9481
MZ22500374	0.8364
MZ22500377	1.4221
MZ22500381	1.2854
MZ22500385	0.9348
MZ22500387	1.2953
MZ22500388	1.2103
MZ22500389	0.9349
MZ22500390	1.3125
MZ22500391	1.139
MZ22500395	1.5534
MZ22500396	1.1104
MZ22500398	1.0822
MZ22500400	1.0372
MZ22500402	1.0979
MZ22500403	1.1211
MZ22500404	0.882
MZ22500405	1.0565
MZ22500407	1.1238
MZ22500408	0.8959999999999999
MZ22500413	1.2893
MZ22500415	0.951
MZ22500421	0.9062
MZ22500424	0.9091
MZ22500427	1.368
MZ22500429	1.177
MZ22500430	1.0339
MZ22500432	1.3227
MZ22500433	1.9041
MZ22500434	1.0408
MZ22500438	0.8440000000000001
MZ22500440	0.8876
MZ22500442	0.9191
MZ22500443	1.3733
MZ22500445	0.9745
MZ22500448	0.9003
MZ22500449	0.9946
MZ22500450	0.8815
MZ22500453	0.9704
MZ22500456	0.9433
MZ22500458	0.9945
MZ22500459	0.9623
MZ22500461	1.0774
MZ22500462	0.8813
MZ22500466	1.3154
MZ22500467	1.7254
MZ22500468	1.0813
MZ22500469	1.5129
MZ22500470	1.6031
MZ22500471	0.8664
MZ22500472	0.9638
MZ22500473	1.5162
MZ22500474	1.103
MZ22500475	1.0019
MZ22500480	0.8991
MZ22500481	1.5111
MZ22500484	0.9254
MZ22500485	1.0173
MZ22500486	1.3365
MZ22500487	1.0923
MZ22500490	0.9814
MZ22500500	1.0421
MZ22500501	1.4365
MZ22500502	1.5721
MZ22500504	1.1925
MZ22500506	0.9670000000000001
MZ22500509	1.0231
MZ22500510	1.3116
MZ22500511	1.1272
MZ22500512	0.9646
MZ22500515	1.0777
MZ22500517	0.96
MZ22500520	1.0070000000000001
MZ22500521	1.0964
MZ22500523	1.0889
MZ22500526	1.1466
MZ22500528	0.9219
MZ22500529	1.0457
MZ22500533	1.3231
MZ22500536	1.0467
MZ22500537	0.8943
MZ22500539	0.9084
MZ22500540	1.3987
MZ22500547	0.9856
MZ22500552	0.9456
MZ22500553	0.9398
MZ22500554	0.8501
MZ22500555	0.9168
MZ22500557	1.1159999999999999
MZ22500558	0.9543
MZ22500562	0.8573
MZ22500563	0.8441
MZ22500565	1.3845
MZ22500566	1.6339
MZ22500570	1.0131
MZ22500571	1.0385
MZ22500572	1.1078
MZ22500573	0.9919
MZ22500574	0.9631
MZ22500576	0.997
MZ22500577	0.9658
MZ22500579	1.0287
MZ22500580	0.9783
MZ22500581	0.912
MZ22500582	1.1054
MZ22500583	0.8724
MZ22500584	1.2243
MZ22500585	0.9918
MZ22500589	1.0948
MZ22500590	1.4215
MZ22500591	1.0016
MZ22500597	0.9885
MZ22500599	0.9142
MZ22500601	0.8420000000000001
MZ22500603	1.7368
MZ22500605	1.0296
MZ22500607	1.6091
MZ22500610	1.0214
MZ22500611	0.9529
MZ22500612	0.8259
MZ22500613	1.4443
MZ22500614	1.1409
MZ22500615	0.9567
MZ22500618	1.0009
MZ22500620	0.9159
MZ22500623	1.051
MZ22500624	1.7822
MZ22500629	0.9426
MZ22500630	0.8961
MZ22500633	1.2652
MZ22500634	0.9903
MZ22500635	1.3456
MZ22500636	1.5691
MZ22500637	0.8919
MZ22500638	0.9852
MZ22500640	0.9718
MZ22500642	0.932
MZ22500644	0.9686
MZ22500645	0.88
MZ22500647	1.003
MZ22500648	0.8166
MZ22500650	0.9241
MZ22500654	0.8836
MZ22500655	1.1168
MZ22500658	0.9079
MZ22500664	0.92
MZ22500665	1.5275
MZ22500666	1.1489
MZ22500668	0.838
MZ22500670	0.9345
MZ22500671	1.1554
MZ22500673	1.2863
MZ22500675	0.9953
MZ22500677	0.9387
MZ22500678	1.1021
MZ22500680	1.4958
MZ22500682	0.8974
MZ22500683	1.4833
MZ22500684	1.1237
MZ22500687	1.2065
MZ22500688	1.1418
MZ22500690	1.2541
MZ22500691	1.1733
MZ22500693	1.1365
MZ22500698	1.1784
MZ22500699	1.0604
MZ22500701	0.8995
MZ22500705	0.8425
MZ22500708	0.8692
MZ22500710	1.3307
MZ22500713	0.9039
MZ22500715	1.1191
MZ22500721	0.9311
MZ22500722	1.6185
MZ22500723	0.9449
MZ22500725	0.9821
MZ22500726	0.9616
MZ22500728	0.8119
MZ22500731	0.8483
MZ22500733	0.9852
MZ22500734	1.1668
MZ22500736	1.2836
MZ22500738	0.8417
MZ22500740	0.9743
MZ22500741	0.8439
MZ22500742	1.0959999999999999
MZ22500743	0.8367
MZ22500746	1.3569
MZ22500751	1.0009
MZ22500752	0.9128
MZ22500754	0.9454
MZ22500755	1.0613
MZ22500756	0.9285
MZ22500757	1.0585
MZ22500758	0.8823
MZ22500762	1.1012
MZ22500765	0.9499
MZ22500767	1.4473
MZ22500769	0.9918
MZ22500770	1.079
MZ22500772	0.9292
MZ22500773	0.9722
MZ22500775	0.8531
MZ22500776	1.0392
MZ22500779	1.1045
MZ22500781	1.1178
MZ22500783	0.8451
MZ22500784	1.09
MZ22500785	1.2026
MZ22500788	1.0553
MZ22500790	0.8894
MZ22500791	1.0355
MZ22500793	0.8971
MZ22500794	0.8608
MZ22500795	0.8796
MZ22500799	0.8578
MZ22500800	1.2007
MZ22500802	1.4542
MZ22500804	1.2682
MZ22500806	1.1567
MZ22500810	0.9265
MZ22500811	0.8476
MZ22500814	0.8711
MZ22500817	0.9295
MZ22500818	0.9404
MZ22500820	1.2071
MZ22500821	1.2267
MZ22500822	0.8671
MZ22500828	1.0519
MZ22500834	0.8641
MZ22500835	0.8139
MZ22500838	1.0859999999999999
MZ22500839	0.9184
MZ22500840	1.0171
MZ22500841	0.9396
MZ22500842	1.1831
MZ22500843	0.9052
MZ22500845	0.8968
MZ22500846	0.8719
MZ22500847	1.3836
MZ22500848	0.8965
MZ22500851	1.1935
MZ22500853	1.3282
MZ22500854	1.2593
MZ22500855	1.0115
MZ22500858	0.9937
MZ22500859	0.8975
MZ22500861	1.2142
MZ22500862	0.9481
MZ22500864	1.0512
MZ22500865	0.8335
MZ22500866	1.0445
MZ22500867	1.1937
MZ22500868	1.1041
MZ22500869	0.9521
MZ22500870	1.0445
MZ22500873	1.0151
MZ22500875	0.8261
MZ22500876	0.9672
MZ22500878	1.0758
MZ22500880	1.4353
MZ22500881	1.4181
MZ22500882	0.9144
MZ22500885	1.4291
MZ22500886	1.3256
MZ22500888	0.9943
MZ22500890	0.8586
MZ22500892	1.6303
MZ22500894	1.2106
MZ22500897	0.9212
MZ22500899	1.0793
MZ22500900	1.0868
MZ22500902	0.9756
MZ22500907	0.9072
MZ22500908	0.9420000000000001
MZ22500911	1.1328
MZ22500913	0.8825
MZ22500916	1.0731
MZ22500917	1.0359
MZ22500918	0.8593
MZ22500919	1.0927
MZ22500920	0.8963
MZ22500922	1.4093
MZ22500923	1.9014
MZ22500925	1.1135
MZ22500926	1.2667
MZ22500927	0.9416
MZ22500930	1.3964
MZ22500931	1.0517
MZ22500934	1.0267
MZ22500935	0.9195
MZ22500938	1.0819
MZ22500939	0.9447
MZ22500942	1.0078
MZ22500943	2.1957
MZ22500944	1.1686
MZ22500945	0.9622
MZ22500949	1.0079
MZ22500951	1.0383
MZ22500953	0.9193
MZ22500955	0.9305
MZ22500956	0.9684
MZ22500957	0.9184
MZ22500959	0.9749
MZ22500960	0.9149
MZ22500961	1.7516
MZ22500962	1.1882
MZ22500963	1.024
MZ22500966	1.0849
MZ22500967	1.3242
MZ22500969	1.0981
MZ22500974	1.3277
MZ22500975	1.0712
MZ22500976	1.6074
MZ22500977	1.1534
MZ22500978	0.9411
MZ22500979	1.7263
MZ22500980	1.6738
MZ22500981	0.9525
MZ22500982	1.252
MZ22500984	0.9133
MZ22500986	1.1212
MZ22500988	1.1148
MZ22500989	1.3801
MZ22500991	0.9657
MZ22500992	1.0655
MZ22500996	0.9245
MZ22500997	0.9995
MZ22501001	1.2076
MZ22501004	0.9102
MZ22501006	0.9402
MZ22501007	0.9427
MZ22501008	1.1232
MZ22501009	0.9981
MZ22501010	1.4621
MZ22501013	1.0501
MZ22501014	0.9012
MZ22501016	1.574
MZ22501018	1.0435
MZ22501026	1.0039
MZ22501028	0.9171
MZ22501029	1.1912
MZ22501032	1.9918
MZ22501033	1.1146
MZ22501036	0.8719
MZ22501037	1.1643
MZ22501038	1.3351
MZ22501039	1.5302
MZ22501040	1.4836
MZ22501042	1.0251
MZ22501043	0.8684
MZ22501044	0.9414
MZ22501045	1.1694
MZ22501046	0.8711
MZ22501049	0.9356
MZ22501052	1.198
MZ22501053	1.2488
MZ22501057	1.0203
MZ22501058	1.6755
MZ22501059	1.285
MZ22501064	0.9359
MZ22501066	1.0093
MZ22501068	0.9079
MZ22501069	1.1085
MZ22501071	1.2369
MZ22501072	1.0164
MZ22501074	1.0736
MZ22501077	1.4852
MZ22501078	1.1831
MZ22501079	1.0902
MZ22501080	1.0228
MZ22501082	1.0942
MZ22501084	0.9798
MZ22501086	0.9174
MZ22501087	0.8745
MZ22501090	1.2109999999999999
MZ22501095	0.9112
MZ22501096	1.1555
MZ22501098	1.0878
MZ22501099	1.1907
MZ22501100	1.0842
MZ22501109	0.9619
MZ22501111	1.054
MZ22501117	0.8848
MZ22501118	0.9565
MZ22501119	0.907
MZ22501124	0.9172
MZ22501130	1.278
MZ22501132	1.5665
MZ22501133	1.0558
MZ22501136	1.4639
MZ22501137	0.9745
MZ22501140	0.9636
MZ22501143	0.9694
MZ22501145	1.2516
MZ22501146	0.9048
MZ22501147	0.9341
MZ22501148	0.9677
MZ22501151	0.941
MZ22501153	0.8722
MZ22501154	0.9490000000000001
MZ22501155	0.8838
MZ22501157	2.0647
MZ22501158	0.9542
MZ22501159	1.1116
MZ22501160	0.9441
MZ22501162	1.4503
MZ22501163	0.9665
MZ22501164	1.4595
MZ22501166	1.1757
MZ22501168	0.9325
MZ22501169	1.0345
MZ22501171	1.6934
MZ22501172	0.9767
MZ22501173	1.324
MZ22501175	0.9059999999999999
MZ22501176	0.991
MZ22501177	0.9364
MZ22501179	0.8742
MZ22501182	1.37
MZ22501183	0.9296
MZ22501185	1.226
MZ22501188	0.8764
MZ22501189	0.9775
MZ22501192	0.9369
MZ22501193	0.9552
MZ22501194	0.9695
MZ22501199	1.0527
MZ22501201	0.9222
MZ22501203	0.9814
MZ22501207	0.9884
MZ22501210	0.8862
MZ22501211	1.2322
MZ22501213	0.9147
MZ22501214	1.0522
MZ22501215	1.0488
MZ22501217	0.9821
MZ22501218	1.0231
MZ22501221	1.0441
MZ22501222	1.1129
MZ22501223	0.8983
MZ22501224	0.9877
MZ22501228	0.8687
MZ22501233	0.9718
MZ22501235	1.4538
MZ22501236	0.9262
MZ22501238	0.9326
MZ22501243	1.0261
MZ22501244	1.5157
MZ22501246	1.4056
MZ22501248	0.9342
MZ22501250	1.0208
MZ22501253	1.1147
MZ22501255	1.7987
MZ22501257	1.0044
MZ22501258	1.0076
MZ22501259	1.4421
MZ22501260	0.9837
MZ22501265	0.8273
MZ22501266	0.8779
MZ22501269	1.2862
MZ22501272	1.1852
MZ22501273	1.0164
MZ22501275	0.973
MZ22501276	1.3028
MZ22501277	0.9556
MZ22501278	0.9229
MZ22501280	1.4437
MZ22501281	1.02
MZ22501283	0.9068
MZ22501288	0.9620000000000001
MZ22501289	1.0697
MZ22501295	1.123
MZ22501296	0.9979
MZ22501297	1.1074
MZ22501301	1.0257
MZ22501303	0.9493
MZ22501305	1.155
MZ22501307	1.335
MZ22501308	0.9791
MZ22501310	1.272
MZ22501314	0.9641
MZ22501318	0.9642
MZ22501320	1.1609
MZ22501321	0.9841
MZ22501323	1.1687
MZ22501324	0.9196
MZ22501326	1.0826
MZ22501328	1.1403
MZ22501331	1.3457
MZ22501332	0.9908
MZ22501335	1.4286
MZ22501336	0.9483
MZ22501339	1.0777
MZ22501341	0.9272
MZ22501343	0.8785
MZ22501345	0.9314
MZ22501346	0.9553
MZ22501347	0.9432
MZ22501348	0.868
MZ22501350	1.2038
MZ22501351	0.9549
MZ22501352	1.0298
MZ22501355	0.9540000000000001
MZ22501357	0.9470000000000001
MZ22501359	1.0133
MZ22501360	0.8503
MZ22501361	1.2436
MZ22501365	1.0978
MZ22501366	1.0753
MZ22501367	1.1354
MZ22501369	0.8992
MZ22501370	1.2219
MZ22501371	1.2522
MZ22501372	1.1795
MZ22501375	1.1574
MZ22501377	1.0027
MZ22501379	1.0658
MZ22501385	0.8540000000000001
MZ22501388	1.2392
MZ22501390	1.8709
MZ22501392	0.9355
MZ22501393	1.0069
MZ22501396	0.992
MZ22501398	0.9608
MZ22501404	1.3337
MZ22501405	0.9456
MZ22501406	0.8268
MZ22501407	0.8339
MZ22501409	0.9361
MZ22501410	0.8605
MZ22501411	0.8834
MZ22501412	1.1966
MZ22501415	0.9189
MZ22501416	1.3415
MZ22501417	1.1016
MZ22501419	1.3288
MZ22501420	1.09
MZ22501424	1.0105
MZ22501425	0.8281
MZ22501431	0.9716
MZ22501433	1.0263
MZ22501434	1.4042
MZ22501438	0.9138
MZ22501439	1.6584
MZ22501444	0.8639
MZ22501445	1.1634
MZ22501449	0.9326
MZ22501455	1.317
MZ22501457	1.1685
MZ22501458	1.9366
MZ22501460	1.0803
MZ22501461	0.9362
MZ22501464	0.948
MZ22501465	1.0073
MZ22501467	0.893
MZ22501469	1.3041
MZ22501474	1.2391
MZ22501475	0.8923
MZ22501477	0.9997
MZ22501480	0.868
MZ22501481	1.4149
MZ22501483	1.1407
MZ22501484	1.4094
MZ22501486	1.0059
MZ22501491	0.9193
MZ22501492	1.0752
MZ22501496	1.1363
MZ22501500	1.0306
MZ22501503	0.9157
MZ22501505	1.0795
MZ22501506	1.0206
MZ22501507	1.0403
MZ22501510	1.3156
MZ22501511	0.9098
MZ22501512	1.2477
MZ22501513	1.0667
MZ22501515	1.0338
MZ22501518	0.9138
MZ22501520	0.9736
MZ22501521	1.4387
MZ22501526	0.8832
MZ22501531	1.2817
MZ22501533	1.083
MZ22501534	0.9823
MZ22501535	0.9744
MZ22501537	1.1338
MZ22501541	1.1763
MZ22501545	1.284
MZ22501546	1.3685
MZ22501551	0.9323
MZ22501552	1.0738
MZ22501553	0.9304
MZ22501554	1.143
MZ22501557	1.3508
MZ22501559	0.912
MZ22501560	1.0251
MZ22501561	0.8212
MZ22501565	1.186
MZ22501566	1.3457
MZ22501571	0.8592
MZ22501572	1.0055
MZ22501577	0.9485
MZ22501578	0.9657
MZ22501582	0.9962
MZ22501587	0.8522
MZ22501588	1.0926
MZ22501591	1.0059
MZ22501593	1.4288
MZ22501595	1.0089
MZ22501598	0.8589
MZ22501599	1.0976
MZ22501607	0.8621
MZ22501608	1.11
MZ22501609	0.987
MZ22501610	1.0032
MZ22501611	0.9143
MZ22501613	1.4651
MZ22501614	1.1084
MZ22501625	0.8857
MZ22501627	0.8675
MZ22501628	0.9311
MZ22501629	0.9064
MZ22501630	0.899
MZ22501631	0.8507
MZ22501632	1.0651
MZ22501633	0.8718
MZ22501636	0.9783
MZ22501638	1.0122
MZ22501641	1.1272
MZ22501642	1.2051
MZ22501644	0.9545
MZ22501646	1.0497
MZ22501648	1.043
MZ22501650	0.8754
MZ22501652	0.8937
MZ22501659	0.9057
MZ22501660	1.0933
MZ22501661	1.0714
MZ22501662	1.2265
MZ22501664	1.1471
MZ22501669	0.9341
MZ22501670	0.9492
MZ22501671	0.9969
MZ22501674	0.9902
MZ22501675	0.9902
MZ22501676	1.3964
MZ22501678	1.2655
MZ22501679	1.0131
MZ22501681	0.8688
MZ22501683	0.9328
MZ22501685	1.7611
MZ22501686	1.0323
MZ22501690	1.0647
MZ22501692	0.9092
MZ22501693	1.1323
MZ22501695	0.9357
MZ22501698	1.197
MZ22501701	1.0481
MZ22501703	1.1048
MZ22501704	0.9608
MZ22501707	1.4822
MZ22501708	1.4854
MZ22501713	0.9997
MZ22501716	1.0041
MZ22501719	0.9217
MZ22501721	0.997
MZ22501727	1.2306
MZ22501728	0.8591
MZ22501729	1.1236
MZ22501730	1.1991
MZ22501731	1.0757
MZ22501733	0.9973
MZ22501734	1.0565
MZ22501735	1.7484
MZ22501740	1.1437
MZ22501741	0.9747
MZ22501745	1.0291
MZ22501746	1.0199
MZ22501747	0.9144
MZ22501748	0.8654
MZ22501749	0.8273
MZ22501750	0.8851
MZ22501751	1.6162
MZ22501755	0.9405
MZ22501756	0.8695
MZ22501758	0.9562
MZ22501759	1.1821
MZ22501760	0.871
MZ22501761	1.1212
MZ22501763	0.8563
MZ22501764	1.1853
MZ22501765	1.1665
MZ22501766	0.9674
MZ22501769	0.9496
MZ22501772	1.0647
MZ22501776	0.9066
MZ22501777	0.9272
MZ22501782	1.5655
MZ22501784	1.2089
MZ22501785	1.2791
MZ22501789	0.9944
MZ22501790	0.9066
MZ22501796	1.0532
MZ22501799	0.9348
MZ22501800	1.0079
MZ22501801	0.8418
MZ22501809	0.8785
MZ22501810	0.887
MZ22501811	0.9916
MZ22501815	0.8513
MZ22501822	1.5104
MZ22501823	0.9749
MZ22501828	1.2911
MZ22501831	0.9856
MZ22501838	0.9285
MZ22501839	1.1044
MZ22501845	1.4689
MZ22501848	0.9886
MZ22501849	0.8999
MZ22501852	0.8434
MZ22501856	0.8757
MZ22501858	0.9747
MZ22501860	0.9362
MZ22501861	1.1081
MZ22501863	1.0511
MZ22501864	1.0602
MZ22501865	0.8936
MZ22501866	0.9152
MZ22501867	0.8472
MZ22501868	1.0082
MZ22501873	0.9954
MZ22501875	0.8999
MZ22501876	0.9690000000000001
MZ22501879	1.3452
MZ22501882	0.8878
MZ22501883	1.1684
MZ22501887	1.5607
MZ22501889	1.0435
MZ22501892	1.1636
MZ22501894	1.2758
MZ22501896	1.158
MZ22501897	1.383
MZ22501902	0.8815
MZ22501904	0.9059
MZ22501905	1.2481
MZ22501906	1.3585
MZ22501907	1.0276
MZ22501908	1.0399
MZ22501909	1.0838
MZ22501910	1.1523
MZ22501911	0.8490000000000001
MZ22501912	1.0739
MZ22501913	0.8513
MZ22501915	1.5522
MZ22501916	1.7134
MZ22501918	1.0436
MZ22501919	0.8613
MZ22501922	0.9390000000000001
MZ22501924	0.8465
MZ22501929	1.1454
MZ22501932	1.0242
MZ22501933	1.0392
MZ22501934	1.0179
MZ22501939	1.7438
MZ22501940	1.0946
MZ22501943	1.0114
MZ22501944	0.8575
MZ22501950	1.4242
MZ22501951	1.0575
MZ22501953	1.0067
MZ22501954	0.8174
MZ22501956	0.8648
MZ22501957	1.3512
MZ22501958	0.9208
MZ22501960	1.0895
MZ22501961	1.0011
MZ22501964	0.8694
MZ22501966	0.9133
MZ22501969	0.9666
MZ22501970	1.3767
MZ22501971	1.1179999999999999
MZ22501973	1.2121
MZ22501975	0.9670000000000001
MZ22501976	1.2722
MZ22501977	0.9785
MZ22501980	0.8773
MZ22501986	1.3055
MZ22501987	1.0195
MZ22501991	0.8819
MZ22501992	1.3467
MZ22501996	0.8925
MZ22501997	1.075
MZ22501999	0.8387
MZ22502000	1.0366
MZ22502001	1.122
MZ22502002	1.1474
MZ22502005	0.9528
MZ22502012	0.8929
MZ22502015	0.9036
MZ22502017	1.0585
MZ22502018	0.9346
MZ22502021	1.1512
MZ22502023	0.8619
MZ22502029	0.9999
MZ22502030	1.1603
MZ22502033	1.0199
MZ22502034	1.0087
MZ22502037	0.9632
MZ22502039	0.845
MZ22502042	0.9109
MZ22502043	1.1867
MZ22502044	1.3878
MZ22502046	1.0945
MZ22502048	1.0937
MZ22502049	0.8855
MZ22502051	1.0124
MZ22502052	1.0907
MZ22502053	1.1484
MZ22502055	1.0892
MZ22502059	0.9078
MZ22502060	0.9584
MZ22502064	0.8942
MZ22502065	1.6872
MZ22502069	1.2073
MZ22502070	0.9566
MZ22502073	1.0696
MZ22502075	1.3428
MZ22502076	0.8495
MZ22502077	1.1261
MZ22502083	0.9144
MZ22502085	0.9009999999999999
MZ22502086	1.1922
MZ22502090	0.883
MZ22502093	1.416
MZ22502094	1.16
MZ22502097	0.8717
MZ22502098	1.3149
MZ22502101	1.314
MZ22502102	1.0054
MZ22502109	1.2578
MZ22502110	1.2519
MZ22502112	1.2789
MZ22502113	0.8654
MZ22502114	0.9917
MZ22502115	1.304
MZ22502117	0.9063
MZ22502118	1.0104
MZ22502119	1.2716
MZ22502121	1.1909
MZ22502123	1.1131
MZ22502126	0.9246
MZ22502128	0.9001
MZ22502132	0.9657
MZ22502135	1.3749
MZ22502137	1.1054
MZ22502138	0.8763
MZ22502139	0.9129999999999999
MZ22502141	1.1614
MZ22502142	0.9309999999999999
MZ22502144	1.1215
MZ22502145	0.89
MZ22502149	0.8434
MZ22502151	1.3455
MZ22502152	1.1028
MZ22502156	1.0859999999999999
MZ22502157	0.8614
MZ22502158	0.8808
MZ22502159	0.8297
MZ22502161	1.1182
MZ22502162	1.0117
MZ22502163	1.5819999999999999
MZ22502166	0.8290000000000001
MZ22502168	0.9777
MZ22502172	0.863
MZ22502173	1.1708
MZ22502175	0.8879
MZ22502179	0.9697
MZ22502183	1.8515
MZ22502185	0.9863
MZ22502186	1.1182
MZ22502187	0.9199
MZ22502189	0.8469
MZ22502190	0.8822
MZ22502192	1.0128
MZ22502194	1.3324
MZ22502197	1.0366
MZ22502198	0.9313
MZ22502199	1.0097
MZ22502200	1.1165
MZ22502202	1.1503
MZ22502203	0.9866
MZ22502204	1.0489
MZ22502205	0.8717
MZ22502207	0.8994
MZ22502208	0.8964
MZ22502210	0.9073
MZ22502215	0.9042
MZ22502217	1.1228
MZ22502218	0.8565
MZ22502219	1.5255
MZ22502224	1.0502
MZ22502225	1.0747
MZ22502227	1.4021
MZ22502228	0.8566
MZ22502229	0.9647
MZ22502232	1.2176
MZ22502237	1.0292
MZ22502239	1.1888
MZ22502241	1.0903
MZ22502242	0.9725
MZ22502244	1.0821
MZ22502245	0.8616
MZ22502251	0.8849
MZ22502253	1.1428
MZ22502255	0.9574
MZ22502257	1.1901
MZ22502259	0.9308
MZ22502260	1.2851
MZ22502263	1.1503
MZ22502265	1.4553
MZ22502267	1.2365
MZ22502268	0.9237
MZ22502270	1.0078
MZ22502274	0.9801
MZ22502275	0.9285
MZ22502276	1.0658
MZ22502278	1.0561
MZ22502280	0.8829
MZ22502282	1.3316
MZ22502283	0.9407
MZ22502288	1.7294
MZ22502289	0.991
MZ22502290	1.3016
MZ22502291	0.9256
MZ22502292	1.3584
MZ22502296	0.9526
MZ22502300	1.0929
MZ22502303	1.1596
MZ22502304	0.9528
MZ22502306	1.0009
MZ22502307	1.0386
MZ22502309	0.987
MZ22502312	1.0067
MZ22502317	0.9432
MZ22502318	1.2441
MZ22502322	0.9605
MZ22502323	0.8754
MZ22502324	1.1764
MZ22502327	0.9206
MZ22502328	0.8690000000000001
MZ22502329	0.8261
MZ22502332	0.895
MZ22502333	0.8953
MZ22502334	0.9241
MZ22502335	1.1004
MZ22502340	0.9641
MZ22502343	0.853
