gene	AGE
GB55787	203.0
GB54287	203.0
GB47179	203.0
GB53012	203.0
GB45937	203.0
GB53979	203.0
GB42616	203.0
GB40361	203.0
GB54910	203.0
GB51965	203.0
GB43839,GB43839	203.0
GB42646	203.0
GB54668,GB54668	203.0
GB45417	203.0
GB49111	203.0
GB43404,GB50225	203.0
GB41839	203.0
GB46242	203.0
GB49544	203.0
GB48113,GB48114	203.0
GB43456	203.0
GB52266	203.0
GB42751	203.0
GB53937	203.0
GB43216	183.0129637
GB42739	203.0
GB48775	203.0
GB54158	203.0
GB49859	203.0
GB55426	203.0
GB52947	203.0
GB45755	203.0
GB42735	203.0
GB47242	203.0
GB46599	203.0
GB50195	203.0
GB48625	203.0
GB52109	203.0
GB50635	203.0
GB49931	203.0
GB50660	203.0
GB48483	203.0
GB55378	183.0129637
GB49995	203.0
GB48523	203.0
GB42670	203.0
GB48639	203.0
GB40204	203.0
GB44808	203.0
GB54551,GB54502	203.0
GB42058	203.0
GB45905	203.0
GB44117	203.0
GB45881	203.0
GB45690	203.0
GB52457	203.0
GB48530	203.0
GB48399,GB42391	203.0
GB49197,GB49197	203.0
GB50345	203.0
GB43730	203.0
GB44650	203.0
GB47231	203.0
GB52589	203.0
GB44754	203.0
GB53284	203.0
GB53353	183.0129637
GB49388	203.0
GB49096	203.0
GB55658	203.0
GB40859	203.0
GB52541	203.0
GB55641,GB45533	203.0
GB40033	203.0
GB50395	203.0
GB42066	203.0
GB49844	203.0
GB41174	203.0
GB55751	203.0
GB47683	203.0
GB40280	203.0
GB40878	203.0
GB55002	203.0
GB51706	203.0
GB49921	203.0
GB44594	203.0
GB50204	203.0
GB54425	203.0
GB44933	203.0
GB54593	203.0
GB41507	203.0
GB51273	203.0
GB51852	203.0
GB43909	203.0
GB45970	183.0129637
GB42683,GB52566	203.0
GB51775	183.0129637
GB44330	183.0129637
GB45277	203.0
GB47414	203.0
GB48117	203.0
GB55225	203.0
GB54995	203.0
GB54893	203.0
GB41919,GB41921	183.0129637
GB40581,GB40581	203.0
GB51219	203.0
GB45442	183.0129637
GB44429	203.0
GB47138	203.0
GB51133	203.0
GB42967	203.0
GB50959	203.0
GB51544	203.0
GB40603	203.0
GB51511,GB51511	203.0
GB48426	203.0
GB48396	203.0
GB46691	203.0
GB42220	203.0
GB54700	203.0
GB53083	203.0
GB51953	203.0
GB49406	203.0
GB53690	203.0
GB44912	203.0
GB51612	203.0
GB50141	203.0
GB53073	203.0
GB41723	183.0129637
GB52328	203.0
GB55820	203.0
GB46016	203.0
GB43407	203.0
GB43945	203.0
GB52916	203.0
GB45968	203.0
GB48247	203.0
GB41900	203.0
GB43074	203.0
GB45623	203.0
GB54273	203.0
GB47961,GB41597	203.0
GB47437	203.0
GB51134	203.0
GB49642	203.0
GB42756	203.0
GB53963,GB50291	203.0
GB44414	203.0
GB53825	203.0
GB55715	203.0
GB54378	203.0
GB43239	203.0
GB55775	203.0
GB45212	203.0
GB54348	203.0
GB53306	203.0
GB55146	203.0
GB49438,GB49438	203.0
GB55826	203.0
GB44890	203.0
GB45762	203.0
GB54649	203.0
GB51748	203.0
GB53231	203.0
GB54780	203.0
GB54127	203.0
GB54921,GB54921	203.0
GB43465,GB41957	203.0
GB55770	203.0
GB48158	203.0
GB48463	183.0129637
GB51696	203.0
GB46731	203.0
GB45370	203.0
GB52304	203.0
GB46018	203.0
GB54119	203.0
GB43470	203.0
GB53865,GB53865,GB53865	203.0
GB53651	203.0
GB50246	203.0
GB45564	203.0
GB40657	203.0
GB47280	203.0
GB54269	203.0
GB48229	203.0
GB55578	203.0
GB44174	203.0
GB54885	203.0
GB42076	162.0
GB49290	203.0
GB40316	203.0
GB42925	203.0
GB45967	203.0
GB51702	203.0
GB43817	203.0
GB50133	203.0
GB52224	183.0129637
GB48347	203.0
GB55567	203.0
GB55579	203.0
GB55239	203.0
GB40803	203.0
GB45646	183.0129637
GB40893	203.0
GB53657	203.0
GB48923	203.0
GB42731	177.3420531
GB44648,GB44647	203.0
GB51120	203.0
GB45214	203.0
GB44881	203.0
GB45084	203.0
GB55244	203.0
GB54035	203.0
GB54213	203.0
GB50359	203.0
GB53606	203.0
GB50369	203.0
GB54664	203.0
GB44000	203.0
GB42977	203.0
GB41345	203.0
GB49680	203.0
GB51693	203.0
GB49480,GB49480	203.0
GB46693	203.0
GB50538	203.0
GB53122,GB53118,GB49568	203.0
GB43908	203.0
GB52086	203.0
GB54143,GB54143	203.0
GB41883	203.0
GB40420	203.0
GB51500	203.0
GB42401	203.0
GB54313	203.0
GB50605,GB50606	203.0
GB46982	203.0
GB52165	203.0
GB45001	203.0
GB49755	203.0
GB55272	203.0
GB49184	203.0
GB42138	203.0
GB40823	203.0
GB51130	203.0
GB40014	203.0
GB55164	203.0
GB53384	203.0
GB50997	203.0
GB44247	203.0
GB42619	203.0
GB48949	203.0
GB52249	203.0
GB42505	203.0
GB50224,GB50224	203.0
GB41423	203.0
GB55746	183.0129637
GB42054,GB42054	203.0
GB54206	183.0129637
GB51242	183.0129637
GB47208	203.0
GB44906	203.0
GB55913	203.0
GB42200	203.0
GB45958	203.0
GB42763	203.0
GB52567	203.0
GB50958	203.0
GB54198	203.0
GB40400	203.0
GB47428	203.0
GB53243	203.0
GB42773	203.0
GB40627	203.0
GB53396	203.0
GB48097	203.0
GB50415	203.0
GB55790	203.0
GB40310	203.0
GB46457	203.0
GB53089	203.0
GB51159	183.0129637
GB51348,GB51348	203.0
GB40017	203.0
GB55847	203.0
GB42844	203.0
GB55411	203.0
GB45479	203.0
GB53791,GB53791	203.0
GB43463	203.0
GB43093	203.0
GB48074	203.0
GB44885	203.0
GB53173	203.0
GB50743	203.0
GB44321	203.0
GB54053	203.0
GB55573	183.0129637
GB54216	203.0
GB45284	203.0
GB46739	203.0
GB48474	203.0
GB54225,GB54226,GB54226	203.0
GB41855	203.0
GB43881	203.0
GB52989	203.0
GB45873	203.0
GB44537	203.0
GB44067	203.0
GB49223	203.0
GB54389	203.0
GB46212	203.0
GB54625	203.0
GB43567	203.0
GB41424	203.0
GB55188	203.0
GB43685	203.0
GB51717	203.0
GB43556	203.0
GB44027	165.19348180000003
GB44433	203.0
GB41122	203.0
GB49320	203.0
GB52106	203.0
GB49325	203.0
GB54582	203.0
GB53740	183.0129637
GB46800	203.0
GB42325	203.0
GB41608	203.0
GB54751	203.0
GB54600	203.0
GB55618	203.0
GB44155	203.0
GB42352	203.0
GB43314	203.0
GB45156	203.0
GB52673	203.0
GB48261	203.0
GB49391	203.0
GB40676	203.0
GB41450	203.0
GB54592	203.0
GB50669	203.0
GB47894	203.0
GB45292	203.0
GB41601	183.0129637
GB41680	203.0
GB54176	203.0
GB48946	203.0
GB50419	203.0
GB52618	203.0
GB49800	203.0
GB51641	203.0
GB49419	203.0
GB48263	203.0
GB43163	203.0
GB51189	203.0
GB42201	203.0
GB41592	183.0129637
GB40774	203.0
GB51745	203.0
GB45388,GB51874	203.0
GB44709	183.0129637
GB44535	203.0
GB41356	177.3420531
GB55793,GB55793	203.0
GB40100	203.0
GB52453	203.0
GB42853	203.0
GB43276	203.0
GB50789	203.0
GB45360	203.0
GB53011	203.0
GB55854	203.0
GB41278,GB49900	203.0
GB50283,GB50283	177.3420531
GB51210	203.0
GB45355	203.0
GB49126	203.0
GB45138	203.0
GB42847,GB48093	203.0
GB41875	203.0
GB42894,GB42894	203.0
GB40203	203.0
GB52679	203.0
GB55907	203.0
GB48571	203.0
GB46301	203.0
GB53021	203.0
GB54609	203.0
GB40598	203.0
GB41226	183.0129637
GB40507	203.0
GB52432,GB54695	203.0
GB51355	203.0
GB40515	203.0
GB46251	203.0
GB48162	203.0
GB44510	203.0
GB40740	203.0
GB40540	203.0
GB55700	183.0129637
GB44481	203.0
GB48375	203.0
GB46487	183.0129637
GB47339	203.0
GB43189	203.0
GB43899	203.0
GB40818	203.0
GB48925	203.0
GB50971	203.0
GB41783	203.0
GB49150	203.0
GB53989	203.0
GB42548	183.0129637
GB47195	203.0
GB51940	203.0
GB48551	203.0
GB54843	203.0
GB51763	203.0
GB46271	203.0
GB44263	203.0
GB41378	203.0
GB48997	203.0
GB41629	203.0
GB55627	203.0
GB54680	203.0
GB54114	203.0
GB40263	203.0
GB41835	203.0
GB42579	203.0
GB55723	203.0
GB46886	203.0
GB42222	203.0
GB55973	203.0
GB43198	203.0
GB46262,GB46260,GB46262	203.0
GB53737	203.0
GB50171	203.0
GB52849	203.0
GB44029	203.0
GB41297	203.0
GB45195	183.0129637
GB55644	183.0129637
GB44758	203.0
GB55801	203.0
GB51422	203.0
GB54909	203.0
GB45142	203.0
GB55008,GB49845	203.0
GB44643	203.0
GB40845	203.0
GB42150	203.0
GB43857	203.0
GB41193	203.0
GB52171	203.0
GB42869,GB50987	203.0
GB55652	203.0
GB53974	203.0
GB55714	203.0
GB54263	203.0
GB41038	203.0
GB49426	203.0
GB43786	203.0
GB45694	203.0
GB47182	203.0
GB47632	183.0129637
GB43562	203.0
GB41869	203.0
GB43722	203.0
GB45229	203.0
GB41810	203.0
GB48101	203.0
GB47625,GB42004	203.0
GB47596,GB47596	203.0
GB44743	203.0
GB55352	203.0
GB50814	203.0
GB40025	203.0
GB44779	203.0
GB46362	203.0
GB51016,GB51016	203.0
GB51111	203.0
GB49026	203.0
GB50819	203.0
GB46114	203.0
GB47918,GB56032	203.0
GB45091	203.0
GB53540	203.0
GB51649	203.0
GB43338	203.0
GB48487	203.0
GB49459	203.0
GB44646	203.0
GB45819,GB42408,GB44278,GB44278,GB42409	203.0
GB45679	203.0
GB52212,GB52212	203.0
GB42152	203.0
GB55557	203.0
GB50525	203.0
GB41547	203.0
GB46509	203.0
GB44947	203.0
GB41804	203.0
GB47925	203.0
GB47468	203.0
GB53729	183.0129637
GB43234	203.0
GB41668	203.0
GB44896	203.0
GB48821	203.0
GB52084	203.0
GB47888	203.0
GB40075	203.0
GB43892	203.0
GB40706	203.0
GB45389	203.0
GB45693,GB45693	203.0
GB42942	203.0
GB51185	203.0
GB54803	203.0
GB49297	203.0
GB44216,GB44968,GB50868,GB54361	203.0
GB55492	203.0
GB41744	203.0
GB48658	203.0
GB42603,GB42808,GB42885	203.0
GB47391	203.0
GB48336	203.0
GB50104	203.0
GB49042	203.0
GB42484	203.0
GB47091	203.0
GB54169	203.0
GB50372	203.0
GB44624	203.0
GB48868	203.0
GB43855	203.0
GB41722	203.0
GB40414	203.0
GB42895	203.0
GB40916,GB46759	203.0
GB54959	203.0
GB52737	203.0
GB50854	203.0
GB54092	203.0
GB43160	203.0
GB40741	203.0
GB40341	203.0
GB44034	203.0
GB46963	203.0
GB53697	203.0
GB49193	203.0
GB41649	203.0
GB47204	203.0
GB43157	183.0129637
GB50909,GB50909	183.0129637
GB49537	203.0
GB42418	203.0
GB42669	203.0
GB47309	203.0
GB43874	203.0
GB54953	203.0
GB47950	203.0
GB41734	203.0
GB48031	203.0
GB43264	203.0
GB55645	45.85966719
GB41035	203.0
GB48001	203.0
GB40283	203.0
GB41544,GB41544	203.0
GB40016	203.0
GB40504	203.0
GB48254	203.0
GB44126	203.0
GB40977	203.0
GB53676	203.0
GB52253	203.0
GB55880,GB41941	203.0
GB41406	203.0
GB54246	203.0
GB46813	203.0
GB44649	203.0
GB44291	203.0
GB47970	203.0
GB52021	203.0
GB53343	203.0
GB41239	203.0
GB50769	203.0
GB41494	183.0129637
GB51812	183.0129637
GB48531	203.0
GB51045	203.0
GB54606	162.0
GB50161	183.0129637
GB53531,GB53570,GB53570	203.0
GB47418	203.0
GB45719	203.0
GB49084	203.0
GB48881	203.0
GB53976	203.0
GB50135	203.0
GB48422	203.0
GB48167	203.0
GB48573	203.0
GB44411	203.0
GB50949	203.0
GB41233	203.0
GB54137	177.3420531
GB46713	203.0
GB47889	203.0
GB48834	203.0
GB48232	203.0
GB50470	203.0
GB53605	203.0
GB47185	203.0
GB54723	203.0
GB52077	203.0
GB47963	203.0
GB43185	203.0
GB55837,GB55837	203.0
GB41775	203.0
GB42814	203.0
GB55675	203.0
GB53713	203.0
GB45266	203.0
GB49941	203.0
GB44062	203.0
GB53802	203.0
GB42835	183.0129637
GB53721	203.0
GB49108	203.0
GB40763	203.0
GB40672	203.0
GB45179	203.0
GB52010	203.0
GB49804	203.0
GB52526	203.0
GB48339	203.0
GB50038	203.0
GB50101	203.0
GB55381	183.0129637
GB50212	162.0
GB42037	203.0
GB49174	203.0
GB55015	203.0
GB53859	183.0129637
GB51705	203.0
GB41740,GB41740	203.0
GB49489	203.0
GB48601	203.0
GB40028	203.0
GB43736	203.0
GB49567,GB49564	203.0
GB50421	203.0
GB53710	203.0
GB40928	183.0129637
GB53616	203.0
GB50695	203.0
GB53036	203.0
GB45009	203.0
GB55766	203.0
GB50020	203.0
GB46879	203.0
GB53956	203.0
GB46217	203.0
GB53262	203.0
GB46751	203.0
GB50947	203.0
GB48061	203.0
GB45758,GB53875	203.0
GB44762	203.0
GB47239	203.0
GB43220	203.0
GB52144	183.0129637
GB40357	203.0
GB54109	203.0
GB54602	203.0
GB44445	203.0
GB50650	203.0
GB48425	203.0
GB48665,GB48665	203.0
GB47746	203.0
GB40908	203.0
GB41444	203.0
GB46563	203.0
GB41465	203.0
GB41165	203.0
GB47615	203.0
GB44009	203.0
GB51035	203.0
GB44602	203.0
GB49686	203.0
GB42493	203.0
GB49409	203.0
GB46818	203.0
GB43917	203.0
GB45686	203.0
GB49366	203.0
GB45536	203.0
GB49911	203.0
GB45150	203.0
GB54773	203.0
GB47281	203.0
GB42236	183.0129637
GB51391	203.0
GB47466	203.0
GB45272	203.0
GB44061	203.0
GB44679	203.0
GB47269	203.0
GB44065	203.0
GB54906	203.0
GB54260,GB54260	203.0
GB50837	203.0
GB41860	203.0
GB51060	203.0
GB52611	203.0
GB54716,GB49620	203.0
GB55936	203.0
GB43439	203.0
GB42414	203.0
GB46724	203.0
GB41694	203.0
GB46696,GB46966,GB46966	203.0
GB46510	203.0
GB46035	203.0
GB44338	203.0
GB54395	203.0
GB51715	203.0
GB55292	203.0
GB53357	203.0
GB40594	203.0
GB52601	203.0
GB52701	203.0
GB40565	203.0
GB51124	203.0
GB40453	203.0
GB53592	203.0
GB50150	203.0
GB55523	203.0
GB52198	203.0
GB54774,GB54774	203.0
GB53662	203.0
GB45932	183.0129637
GB45760	203.0
GB41836	203.0
GB43178	203.0
GB52592	177.3420531
GB47039	203.0
GB55323	203.0
GB42183	203.0
GB49298	203.0
GB49246	203.0
GB45776	203.0
GB41246,GB41246	203.0
GB46344	203.0
GB55362	183.0129637
GB45351	203.0
GB43467	203.0
GB41288	183.0129637
GB44538	203.0
GB45735	203.0
GB47254	203.0
GB46594	203.0
GB45225	203.0
GB54738	203.0
GB55486	203.0
GB54987	203.0
GB49947	203.0
GB49985	203.0
GB44573	203.0
GB46479	203.0
GB53688	203.0
GB45683	203.0
GB46047	203.0
GB41347	203.0
GB54366	203.0
GB47844	203.0
GB46196	203.0
GB51221	203.0
GB45378	203.0
GB53798	203.0
GB43123,GB43123	162.0
GB47249	203.0
GB45300	203.0
GB46070	203.0
GB54531,GB54533	203.0
GB53066	183.0129637
GB47589	203.0
GB53647	203.0
GB49186	203.0
GB54657	203.0
GB50459	203.0
GB48589,GB51445	203.0
GB43186	203.0
GB49301	203.0
GB52114,GB52114	203.0
GB43901	203.0
GB42360,GB43747	203.0
GB40405	203.0
GB46745	203.0
GB54758	203.0
GB41117	203.0
GB45014	203.0
GB44940	203.0
GB43618	203.0
GB45106	203.0
GB41305	203.0
GB53339	203.0
GB41609	203.0
GB54204	203.0
GB49468	203.0
GB49080,GB51901	203.0
GB44798	203.0
GB42241	203.0
GB53009,GB49239,GB47762	203.0
GB40802	203.0
GB40744	203.0
GB45557	203.0
GB46894	203.0
GB44550	203.0
GB50943	203.0
GB46342	183.0129637
GB54718	203.0
GB47633	203.0
GB46878,GB46878	203.0
GB49268	203.0
GB44060	203.0
GB45155	203.0
GB49556	203.0
GB45029	203.0
GB46700	162.0
GB54338	203.0
GB52291	183.0129637
GB43707	203.0
GB54496	203.0
GB47201	183.0129637
GB46593	203.0
GB41076	203.0
GB49322	203.0
GB53530	177.3420531
GB54505	203.0
GB47477	203.0
GB44934	203.0
GB45517	203.0
GB55033	203.0
GB55525	203.0
GB45120	203.0
GB43983,GB43983	203.0
GB45235	203.0
GB51613	203.0
GB44551	203.0
GB44554	203.0
GB55631	183.0129637
GB46579	203.0
GB45502	203.0
GB47732	203.0
GB51385	203.0
GB48007	203.0
GB53934	203.0
GB46877	203.0
GB52988	203.0
GB45107	203.0
GB43579	203.0
GB51847	203.0
GB48940	203.0
GB47307	203.0
GB45395	203.0
GB51591,GB51591	203.0
GB52691,GB54193	203.0
GB40719	203.0
GB54775	203.0
GB47667	203.0
GB55280	203.0
GB45054	203.0
GB53708	203.0
GB46091	203.0
GB54702	183.0129637
GB55967	203.0
GB49646	203.0
GB43261	203.0
GB52741	203.0
GB45566	203.0
GB49778,GB40327	203.0
GB47744	203.0
GB54271	203.0
GB50048	203.0
GB45478	183.0129637
GB42846	203.0
GB42933	203.0
GB54222	203.0
GB48102	203.0
GB50370	203.0
GB45173	203.0
GB43448	203.0
GB50767	203.0
GB47405	203.0
GB51218	203.0
GB52025	203.0
GB41998	203.0
GB53034	203.0
GB53794	203.0
GB51633,GB51633	203.0
GB46873	203.0
GB53300	203.0
GB45005	203.0
GB47277	203.0
GB41400	203.0
GB44373	203.0
GB49444	203.0
GB51062	203.0
GB50705	203.0
GB48685,GB50292	203.0
GB41448	203.0
GB49794	203.0
GB45453	203.0
GB40495	203.0
GB40021	183.0129637
GB55475	203.0
GB48675	203.0
GB44927	203.0
GB53614	203.0
GB40671	203.0
GB50681	203.0
GB49107	183.0129637
GB50274	203.0
GB48643	203.0
GB40500	203.0
GB51066	203.0
GB46786	203.0
GB52746	203.0
GB43213	203.0
GB49570	183.0129637
GB48030,GB46377	203.0
GB53172	203.0
GB45051	203.0
GB52980	203.0
GB46065	203.0
GB41312	183.0129637
GB42327	203.0
GB41069	203.0
GB40971	203.0
GB49961	203.0
GB44804	203.0
GB55848	203.0
GB42660	203.0
GB52349	203.0
GB44541	203.0
GB47425	203.0
GB46653	203.0
GB55279	203.0
GB44972	203.0
GB54556	203.0
GB53671	203.0
GB44316	203.0
GB42675,GB42675	203.0
GB43602	203.0
GB49990	203.0
GB40411	183.0129637
GB49651	203.0
GB45662	203.0
GB54699	203.0
GB44037	203.0
GB46450	183.0129637
GB43897	183.0129637
GB46539	203.0
GB41908	203.0
GB49613	203.0
GB54422	203.0
GB51794	203.0
GB51257	203.0
GB49324	203.0
GB54715	203.0
GB45809,GB45809	203.0
GB40904	203.0
GB44581	203.0
GB55350	203.0
GB41688	203.0
GB46102	203.0
GB43159	203.0
GB48434	203.0
GB41798	203.0
GB55527	203.0
GB48489	203.0
GB47779	203.0
GB50160,GB50160	203.0
GB42884	203.0
GB41659	203.0
GB55147	203.0
GB42959,GB42958	177.3420531
GB55809,GB50017	203.0
GB41250	203.0
GB50043,GB50043	203.0
GB46069	203.0
GB55067	183.0129637
GB49275,GB49273	203.0
GB41974	203.0
GB44350	203.0
GB41910	203.0
GB40123	162.0
GB52307	203.0
GB42750	203.0
GB52473	203.0
GB42567	203.0
GB46012	203.0
GB54543	203.0
GB46429	203.0
GB53042	203.0
GB52008	203.0
GB40149	203.0
GB43119	203.0
GB50941	203.0
GB45815	203.0
GB45207	203.0
GB42674	203.0
GB43391	203.0
GB49969	203.0
GB55148	203.0
GB52091	203.0
